company_id,indicator_id,2010,2011,2012,2013,2014,2015,2016
1430523,ShareBasedCompensation,,,,,982823,612390,
1430523,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,15378858,,
1430523,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,1000,,
1430523,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,0,,
1430523,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,0,,
1430523,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,0,,
1430523,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0,,
1430523,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,0,,
1430523,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,50,,
1430523,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,0,,
1430523,SharePrice,,,,,,0.06,
1430523,SharesIssuedPricePerShare,,,,,0.17,,
1430523,StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,0,0,
1430523,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,220000,327805,
1430523,StockIssuedDuringPeriodValueIssuedForServices,,,,,970065,612390,
1430523,StockIssuedDuringPeriodValueNewIssues,,,,,842668,276000,
1430523,StockIssuedDuringPeriodValuePurchaseOfAssets,,,,,300000,,
1430523,StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,160730,
1430523,StockRepurchasedAndRetiredDuringPeriodShares,,,,,53198347,,
1430523,StockRepurchasedAndRetiredDuringPeriodValue,,,,,1287082,112500,
1430523,StockholdersEquity,,,,,1556098,-1807652,
1430523,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,-1807652,
1430523,ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,687769,917296,
1430523,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,65628920,106933513,
1430592,AccountsPayableCurrent,,9740000,15008000,20801000,21678000,26933000,
1430592,AccountsPayableOtherCurrent,,,,,337000,964000,
1430592,AccountsPayableTradeCurrent,,,,,3105000,3580000,
1430592,AccountsReceivableNetCurrent,,30495000,44627000,63805000,66001000,71287000,
1430592,AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,-29000,69000,359000,
1430592,AccruedBonusesCurrent,,9177000,8624000,10329000,5623000,12384000,
1430592,AccruedPayrollTaxesCurrent,,328000,234000,502000,313000,766000,
1430592,AccruedRentCurrentAndNoncurrent,,600000,6900000,7500000,9700000,10500000,
1430592,AccruedSalesCommissionCurrent,,1320000,667000,482000,1025000,279000,
1430592,AccruedVacationCurrent,,2357000,2615000,2775000,3061000,3513000,
1430592,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,10440000,6536000,10561000,12531000,18595000,
1430592,AdditionalPaidInCapital,,298196000,323448000,361955000,404908000,,
1430592,AdditionalPaidInCapitalCommonStock,,,,,,461139000,
1430592,AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,1023000,,,,,
1430592,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,1718000,699000,3473000,2000000,3514000,
1430592,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,5751000,10345000,16415000,19743000,26213000,
1430592,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,1962000,1145000,12449000,24331000,
1430592,AdvertisingExpense,,3600000,5900000,6400000,6900000,8200000,
1430592,AllocatedShareBasedCompensationExpense,,5823000,10372000,16518000,19765000,26028000,
1430592,AllowanceForDoubtfulAccountsReceivable,,67000,102000,124000,,,
1430592,AllowanceForDoubtfulAccountsReceivableChargeOffs,,,276000,,,,
1430592,AllowanceForDoubtfulAccountsReceivableCurrent,,67000,102000,124000,172000,225000,
1430592,AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,426000,569000,885000,
1430592,AmortizationOfDeferredSalesCommissions,,1423000,1932000,1869000,1525000,1717000,
1430592,AmortizationOfIntangibleAssets,,5923000,6125000,6402000,5974000,4900000,
1430592,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,326000,1064000,324000,845000,1633000,
1430592,AssetManagementFees,,108215000,150872000,,,,
1430592,AssetManagementFees1,,,,202811000,,,
1430592,Assets,,254443000,306833000,375681000,435045000,482580000,
1430592,AssetsCurrent,,195158000,247891000,333795000,389590000,423986000,
1430592,CapitalExpendituresIncurredButNotYetPaid,,,,1063000,1118000,574000,
1430592,CapitalLeaseObligationsCurrent,,,69000,78000,116000,106000,
1430592,CapitalLeaseObligationsIncurred,,,255000,34000,169000,216000,
1430592,CapitalLeaseObligationsNoncurrent,,,164000,124000,151000,266000,
1430592,CapitalLeasesFutureMinimumPaymentsDue,,,251000,214000,281000,398000,
1430592,CapitalLeasesFutureMinimumPaymentsDueCurrent,,,69000,78000,125000,118000,
1430592,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,0,,
1430592,CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,44000,5000,7000,44000,
1430592,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,69000,53000,50000,118000,
1430592,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,69000,78000,99000,118000,
1430592,CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,0,,
1430592,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,18000,12000,14000,26000,
1430592,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,233000,202000,267000,372000,
1430592,CapitalizedComputerSoftwareAccumulatedAmortization,,30626000,30506000,,,,
1430592,CapitalizedComputerSoftwareAdditions,,5500000,5700000,4600000,3900000,5600000,
1430592,CapitalizedComputerSoftwareGross,,41349000,40845000,1684000,2445000,3298000,
1430592,CapitalizedComputerSoftwareNet,,10723000,10339000,8530000,6421000,7085000,
1430592,CapitalizedComputerSoftwarePeriodIncreaseDecrease,,,-6200000,-1200000,,,
1430592,Cash,,4331000,2558000,12404000,35636000,34063000,
1430592,CashAndCashEquivalentsAtCarryingValue,,145002000,181231000,126003000,126564000,305216000,
1430592,CashAndCashEquivalentsPeriodIncreaseDecrease,,30065000,36229000,-55228000,561000,178652000,
1430592,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,0,,,,,
1430592,CommonStockCapitalSharesReservedForFutureIssuance,,9962544,9513137,7655058,7962277,6869363,
1430592,CommonStockDividendsPerShareDeclared,,,,0.2,0.24,0.28,
1430592,CommonStockParOrStatedValuePerShare,,0,0,0,0,0,
1430592,CommonStockSharesAuthorized,,500000000,500000000,500000000,500000000,500000000,
1430592,CommonStockSharesIssued,,45784000,47915000,50890000,52223545,52972336,
1430592,CommonStockSharesOutstanding,,45784000,47915000,50890000,51943545,51695336,
1430592,CommonStockValue,,5000,5000,5000,5000,5000,
1430592,ComprehensiveIncomeNetOfTax,,15145000,,,,,
1430592,CostsAndExpenses,,121050000,156376000,194062000,221165000,261567000,
1430592,CurrentFederalTaxExpenseBenefit,,33000,2000,857000,11957000,24995000,
1430592,CurrentIncomeTaxExpenseBenefit,,1334000,2327000,4135000,16779000,25593000,
1430592,CurrentStateAndLocalTaxExpenseBenefit,,1301000,2325000,3278000,4822000,598000,
1430592,DeferredAdvertisingCosts,,8851000,10236000,9717000,8202000,7186000,
1430592,DeferredFederalIncomeTaxExpenseBenefit,,6944000,9018000,13126000,7479000,-7968000,
1430592,DeferredIncomeTaxExpenseBenefit,,6566000,8648000,10851000,7196000,-7729000,
1430592,DeferredIncomeTaxesAndTaxCredits,,,,,,-9196000,
1430592,DeferredRentCreditNoncurrent,,,6653000,6644000,8689000,9485000,
1430592,DeferredRevenueCurrent,,9691000,7831000,7868000,5840000,6400000,
1430592,DeferredRevenueNoncurrent,,1533000,1166000,714000,427000,258000,
1430592,DeferredSalesCommission,,,1795000,,,,
1430592,DeferredStateAndLocalIncomeTaxExpenseBenefit,,-378000,-370000,-2275000,-283000,239000,
1430592,DeferredTaxAssetsDeferredIncome,,578000,585000,433000,280000,147000,
1430592,DeferredTaxAssetsGross,,54005000,45140000,31515000,24447000,30789000,
1430592,DeferredTaxAssetsLiabilitiesNet,,44579000,35932000,22353000,14775000,21780000,
1430592,DeferredTaxAssetsNet,,52005000,43760000,31260000,24435000,30789000,
1430592,DeferredTaxAssetsNetCurrent,,13155000,15293000,17363000,7932000,,
1430592,DeferredTaxAssetsNetNoncurrent,,31424000,20639000,4989000,6844000,21780000,
1430592,DeferredTaxAssetsOperatingLossCarryforwards,,38733000,25402000,8668000,1282000,655000,
1430592,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,32800000,15400000,7600000,15000000,
1430592,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,3100000,6900000,7100000,6800000,
1430592,DeferredTaxAssetsOther,,5596000,7945000,8250000,8029000,1003000,
1430592,DeferredTaxAssetsTaxCreditCarryforwards,,,4241000,4925000,1830000,1965000,
1430592,DeferredTaxAssetsTaxCreditCarryforwardsResearch,,3994000,,,,,
1430592,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,5104000,6967000,9239000,13026000,16944000,
1430592,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,10075000,
1430592,DeferredTaxAssetsValuationAllowance,,2000000,1380000,255000,12000,,
1430592,DeferredTaxLiabilities,,7426000,7828000,8907000,9660000,9009000,
1430592,DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,7426000,7828000,8907000,9660000,9009000,
1430592,DeferredTaxLiabilitiesNoncurrent,,,,,3672000,2206000,
1430592,DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,1200000,1300000,1500000,2300000,
1430592,DefinedContributionPlanEmployerMatchingContributionPercent,,,0.03,0.03,0.03,0.04,
1430592,DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage,,,0.5,0.5,0.5,1,
1430592,DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,0.75,,,,
1430592,DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.75,0.75,0.75,
1430592,DepreciationDepletionAndAmortization,,2191000,3084000,4024000,4930000,6092000,
1430592,DividendsCommonStockCash,,,,9962000,12398000,14457000,
1430592,DividendsPayableCurrent,,,,2540000,3113000,3615000,
1430592,EarningsPerShareBasic,,0.34,0.4,0.61,0.72,0.61,
1430592,EarningsPerShareDiluted,,0.31,0.37,0.57,0.69,0.6,
1430592,EffectiveIncomeTaxRateContinuingOperations,,,,0.333,0.394,0.361,
1430592,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.35,0.35,0.35,0.35,0.35,
1430592,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-0.025,-0.002,0,
1430592,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,0.001,0.001,0.002,
1430592,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,,,,-0.016,-0.004,,
1430592,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,-0.022,-0.005,,
1430592,EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,-0.002,0.002,0,
1430592,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.047,0.052,0.014,
1430592,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,,,,,0.003,
1430592,EmployeeRelatedLiabilitiesCurrent,,13262000,12279000,14138000,10103000,17101000,
1430592,EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,300000,,,,,
1430592,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,3800000,6900000,8400000,10500000,
1430592,EquityMethodInvestmentOwnershipPercentage,,0.5,,,,,
1430592,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,1023000,1962000,1145000,12659000,25058000,
1430592,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,1023000,1962000,1145000,12659000,25058000,
1430592,FinancialServicesCosts,,49717000,70025000,91990000,112817000,131011000,
1430592,FinancialServicesRevenue,,144085000,185822000,238958000,281920000,310722000,
1430592,FurnitureAndFixturesGross,,,,6724000,8060000,9560000,
1430592,GainLossOnDispositionOfAssets,,,-20000,,17000,-14000,
1430592,GainLossOnSaleOfInvestments,,,,,,9000,
1430592,GeneralAndAdministrativeExpense,,13518000,15537000,21353000,22453000,28813000,
1430592,IncentiveFromLessor,,,5300000,5300000,,,
1430592,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,49481000,
1430592,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,23045000,29549000,44941000,60927000,,
1430592,IncomeTaxExpenseBenefit,,7900000,10975000,14986000,23975000,17864000,
1430592,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-160000,,,,,
1430592,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,8066000,10342000,,,,
1430592,IncomeTaxReconciliationNondeductibleExpense,,38000,,,,,
1430592,IncomeTaxReconciliationNondeductibleExpenseOther,,,49000,,,,
1430592,IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,,-1111000,,,,,
1430592,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,25000,-599000,,,,
1430592,IncomeTaxReconciliationOtherAdjustments,,85000,95000,,,,
1430592,IncomeTaxReconciliationStateAndLocalIncomeTaxes,,957000,1316000,,,,
1430592,IncomeTaxReconciliationTaxCreditsResearch,,,228000,,,,
1430592,IncomeTaxesPaidNet,,-194000,194000,506000,91000,1584000,
1430592,IncreaseDecreaseInAccountsPayableTrade,,3333000,6844000,6510000,13653000,30856000,
1430592,IncreaseDecreaseInAccountsReceivable,,6704000,14444000,19626000,2813000,6225000,
1430592,IncreaseDecreaseInDeferredIncomeTaxes,,-6566000,-8648000,-13579000,-10869000,,
1430592,IncreaseDecreaseInDeferredRevenue,,2274000,-2228000,-414000,-2315000,391000,
1430592,IncreaseDecreaseInEmployeeRelatedLiabilities,,-2345000,-983000,1859000,-4034000,6998000,
1430592,IncreaseDecreaseInOtherDeferredLiability,,,6270000,680000,2202000,,
1430592,IncreaseDecreaseInOtherOperatingAssets,,3026000,2631000,1321000,3533000,-1773000,
1430592,IncreaseDecreaseInOtherOperatingLiabilities,,202000,4000,-77000,,,
1430592,IncreaseDecreaseInPrepaidExpense,,206000,85000,177000,492000,723000,
1430592,IncreaseDecreaseInRestrictedCash,,360000,-550000,-759000,,,
1430592,InterestExpense,,-10000,,,,,
1430592,InterestIncomeExpenseNonoperatingNet,,,3000,58000,169000,356000,
1430592,InterestPaid,,6000,12000,9000,12000,13000,
1430592,InvestmentAdvisoryManagementAndAdministrativeFees,,,,,245812000,277162000,
1430592,LeaseAndRentalExpense,,2300000,3600000,3300000,4000000,3900000,
1430592,LeaseholdImprovementsGross,,,,9188000,13272000,14589000,
1430592,Liabilities,,34883000,43447000,53795000,54834000,67433000,
1430592,LiabilitiesAndStockholdersEquity,,254443000,306833000,375681000,435045000,482580000,
1430592,LiabilitiesCurrent,,32817000,35378000,46306000,41895000,55218000,
1430592,MachineryAndEquipmentGross,,,,8238000,9477000,11533000,
1430592,MoneyMarketFundsAtCarryingValue,,140671000,178673000,113599000,90928000,271153000,
1430592,NetCashProvidedByUsedInFinancingActivities,,13408000,14885000,14604000,2306000,,
1430592,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,-21777000,
1430592,NetCashProvidedByUsedInInvestingActivities,,-8506000,-16742000,-129090000,-73500000,,
1430592,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,129174000,
1430592,NetCashProvidedByUsedInOperatingActivities,,25163000,38086000,59258000,71755000,,
1430592,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,71255000,
1430592,NetIncomeLoss,,15145000,18574000,29955000,36952000,31617000,
1430592,NetIncomeLossAvailableToCommonStockholdersBasic,,15145000,18574000,,,,
1430592,OperatingIncomeLoss,,23035000,29446000,44896000,60755000,49155000,
1430592,OperatingLeasesFutureMinimumPaymentsDue,,25508000,24543000,23994000,36630000,35730000,
1430592,OperatingLeasesFutureMinimumPaymentsDueCurrent,,1770000,3434000,3986000,3530000,3661000,
1430592,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,2962000,3058000,3750000,5720000,4263000,
1430592,OperatingLeasesFutureMinimumPaymentsDueInFourYears,,3086000,2969000,3646000,5613000,6016000,
1430592,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,3800000,3125000,3545000,4975000,5904000,
1430592,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,2819000,4193000,3530000,3545000,5260000,
1430592,OperatingLeasesFutureMinimumPaymentsDueThereafter,,11071000,7764000,5537000,13247000,10626000,
1430592,OtherAssetsCurrent,,3498000,3647000,3326000,5445000,3061000,
1430592,OtherAssetsMiscellaneousCurrent,,1650000,1852000,1803000,3747000,1481000,
1430592,OtherAssetsNoncurrent,,4361000,4362000,3377000,3265000,2158000,
1430592,OtherDeferredCostsNet,,,,1523000,1698000,1580000,
1430592,OtherEmployeeRelatedLiabilitiesCurrent,,80000,139000,50000,81000,159000,
1430592,OtherLiabilitiesCurrent,,124000,260000,959000,1161000,1169000,
1430592,OtherLiabilitiesNoncurrent,,533000,250000,131000,3823000,266000,
1430592,OtherNonoperatingIncome,,,100000,,,,
1430592,OtherNonoperatingIncomeExpense,,,,-13000,3000,-30000,
1430592,OtherSundryLiabilitiesNoncurrent,,,,,151000,,
1430592,PaymentsForRepurchaseOfCommonStock,,,,,9182000,38455000,
1430592,PaymentsOfDividends,,,,7422000,11825000,13955000,
1430592,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,1718000,699000,3473000,2002000,3514000,
1430592,PaymentsToAcquirePropertyPlantAndEquipment,,2922000,11903000,5470000,10157000,6094000,
1430592,PaymentsToAcquireShortTermInvestments,,,,140056000,179789000,159555000,
1430592,PaymentsToDevelopSoftware,,5224000,5389000,4323000,3571000,5049000,
1430592,PreferredStockParOrStatedValuePerShare,,0,0,0,0,0,
1430592,PreferredStockSharesAuthorized,,10000000,10000000,10000000,10000000,10000000,
1430592,PreferredStockSharesIssued,,0,0,0,0,0,
1430592,PreferredStockSharesOutstanding,,0,0,0,0,0,
1430592,PrepaidExpenseCurrent,,3008000,3093000,3271000,3763000,4486000,
1430592,ProceedsFromIssuanceOfCommonStock,,14103000,13644000,24420000,12761000,9201000,
1430592,ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,,,,120000000,180000000,
1430592,ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,17000,,
1430592,ProceedsFromSaleOfShortTermInvestments,,,,20000000,,119872000,
1430592,PropertyPlantAndEquipmentDisposals,,,,,3000000,,
1430592,PropertyPlantAndEquipmentGross,,14366000,19902000,25834000,33254000,38980000,
1430592,PropertyPlantAndEquipmentNet,,3926000,13366000,15273000,20723000,20385000,
1430592,ProvisionForDoubtfulAccounts,,152000,311000,448000,617000,938000,
1430592,PurchaseObligation,,,1210000,923000,1288000,3647000,
1430592,PurchaseObligationDueAfterFifthYear,,,25000,,0,,
1430592,PurchaseObligationDueInFifthYear,,,149000,30000,0,,
1430592,PurchaseObligationDueInFourthYear,,,149000,180000,30000,72000,
1430592,PurchaseObligationDueInNextTwelveMonths,,,416000,303000,878000,1444000,
1430592,PurchaseObligationDueInSecondYear,,,272000,230000,200000,1554000,
1430592,PurchaseObligationDueInThirdYear,,,199000,180000,180000,577000,
1430592,RepaymentsOfLongTermCapitalLeaseObligations,,,22000,66000,105000,112000,
1430592,ResearchAndDevelopmentExpense,,21182000,25483000,30917000,29830000,35581000,
1430592,RetainedEarningsAccumulatedDeficit,,-78641000,-60067000,-40074000,-15520000,1640000,
1430592,RevenueOtherFinancialServices,,2979000,2577000,2672000,3037000,2794000,
1430592,SellingAndMarketingExpense,,30710000,39206000,43400000,50091000,61262000,
1430592,ShareBasedCompensation,,5823000,10372000,16518000,19765000,26028000,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.004,0.006,0.008,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,0.42,0.36,0.36,0.37,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.01,0.014,0.018,0.017,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,4394816,2455607,1801017,2122111,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,7.94,10.55,16.67,24.14,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,5.21,,,,,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,154545,269474,235520,198323,317781,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,9.61,14.16,24.42,36.2,39.63,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,846180,1101425,603656,1645477,1115109,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,23.15,,,,,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,105817868,102378853,198647608,47672699,28875519,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,7685954,6431315,3918890,4148998,4399815,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,8.71,11.83,18.79,27.73,30.65,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,80964391,,,,,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,5157946,,,,,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,6.63,,,,,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,101220072,192855120,46518044,28621531,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,6204252,3749450,3846594,4126039,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,11.43,18.04,27.06,30.27,
1430592,ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationIncrementalCompensationCost,,,,,700000,,
1430592,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,6.54,8.48,10.48,16.86,
1430592,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,24.09,46.3,37.29,37.3,
1430592,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,,1,2.5,3,4.25,,
1430592,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,5157946,4394816,2455607,1801017,,
1430592,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,7685954,6431405,3918890,4148998,,
1430592,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,,28.68,28.68,68.69,68.69,,
1430592,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,87034967,144711326,37454925,26267280,
1430592,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,6.63,7.94,10.55,16.67,,
1430592,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,11.83,18.79,27.73,,
1430592,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1,,6.31,,,,,
1430592,ShortTermInvestments,,,,120027000,179885000,39936000,
1430592,StockIssuedDuringPeriodSharesStockOptionsExercised,,2747150,2086590,2880561,1217046,546511,
1430592,StockIssuedDuringPeriodValueStockOptionsExercised,,14103000,13644000,24420000,12761000,9201000,
1430592,StockholdersEquity,,219560000,263386000,321886000,380211000,415147000,
1430592,TreasuryStockShares,,,,,280000,1277000,
1430592,TreasuryStockValue,,,,,9182000,47637000,
1430592,TreasuryStockValueAcquiredCostMethod,,,,,9182000,38455000,
1430592,UnrecognizedTaxBenefits,,6600000,6742000,6642000,8319000,6657000,
1430592,UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,49000,,170000,,1666000,
1430592,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,405000,142000,70000,833000,4000,
1430592,UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,,,,844000,,
1430592,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,6600000,6700000,5100000,6200000,5100000,
1430592,WeightedAverageNumberOfDilutedSharesOutstanding,,49407000,50211000,52335000,53309000,53039000,
1430592,WeightedAverageNumberOfSharesIssuedBasic,,,46741000,49512000,51601000,,
1430592,WeightedAverageNumberOfSharesOutstandingBasic,,44783000,46741000,49512000,51601000,51732000,
1430602,AccountsNotesAndLoansReceivableNetCurrent,,553022000,565298000,619619000,629775000,,
1430602,AccountsPayableCurrent,,12482000,12633000,18278000,21499000,35308000,
1430602,AccountsReceivableNetCurrent,,,,,,816679000,
1430602,AccruedLiabilitiesCurrent,,60443000,91577000,81341000,90444000,148532000,
1430602,AccruedMarketingCostsCurrent,,6838000,10689000,11053000,3765000,,
1430602,AccruedRentCurrent,,13815000,15664000,17584000,18290000,21736000,
1430602,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,210940000,247783000,246762000,278552000,299153000,
1430602,AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-33347000,-38862000,-12529000,-57891000,-130233000,
1430602,AcquiredFiniteLivedIntangibleAssetAmount,,65000,112211000,,,,
1430602,AdditionalPaidInCapitalCommonStock,,1346429000,1405699000,1447496000,1359023000,1347491000,
1430602,AdditionsToNoncurrentAssets,,952830000,857692000,,,,
1430602,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,23968000,32130000,36845000,35474000,29568000,
1430602,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,-5281000,-12826000,-4889000,-12339000,1230000,
1430602,AdvertisingRevenue,,1434666000,1564503000,1717734000,1816388000,2062530000,
1430602,AllocatedShareBasedCompensationExpense,,,32130000,36845000,35474000,29568000,
